,Unnamed: 0,FID,pkuid,utm-easting,utm-northing,Area,type,feature,genus,property-1,property-2
1220,1220,"1,220",1221,624582.8599,1011916.841,541,Foraging & Nesting Site,Foraging,G3 & G2,R1 & R3,T3 & T2 & T1
1221,1221,"1,221",1222,624534.7927,1011883.889,347,Foraging,Foraging,G2 & G1,R3,T2 & T3
1222,1222,"1,222",1223,624950.5296,1011783.825,214,Nesting Site & Foraging,Foraging & Nesting Site & Travel connection,G3 & G1,R1,T1
1223,1223,"1,223",1224,624782.4709,1011823.462,294,Nesting Site,Nesting Site,G1,R3,T1
1224,1224,"1,224",1225,624734.391,1011850.904,155,Foraging,Nesting Site,G2,R1,T2 & T3 & T1
1225,1225,"1,225",1226,624565.1362,1011864.948,672,Nesting Site,Foraging,G3 & G2,R3 & R2,T2 & T1 & T3
1226,1226,"1,226",1227,624495.7808,1011879.268,701,Foraging,Nesting Site,G2 & G3,R3 & R1 & R2,T2 & T1 & T3
1227,1227,"1,227",1228,624521.2731,1011842.815,681,Nesting Site,Travel connection & Nesting Site,G2,R3 & R2 & R1,T1
1228,1228,"1,228",1229,624593.1568,1011784.641,437,Travel connection,Travel connection,G2,R3 & R1 & R2,T1
1229,1229,"1,229",1230,624566.2093,1011724.241,346,Nesting Site,Foraging & Nesting Site,G1 & G3,R1 & R3,T3
1230,1230,"1,230",1231,624585.2764,1011747.525,121,Travel connection & Foraging,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R2 & R1 & R3,T2
1231,1231,"1,231",1232,624684.3763,1011721.903,764,Nesting Site,Foraging & Nesting Site,G1 & G3,R3 & R1 & R2,T3 & T1
1232,1232,"1,232",1233,624888.2663,1011578.088,743,Nesting Site & Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G3 & G1 & G2,R3 & R2,T3 & T1 & T2
1233,1233,"1,233",1234,624669.2589,1011564.097,460,Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G3 & G2,R3 & R2 & R1,T1 & T3 & T2
1234,1234,"1,234",1235,624691.8582,1011562.403,427,Travel connection,Foraging & Travel connection & Nesting Site,G2,R3 & R1 & R2,T3 & T1 & T2
1235,1235,"1,235",1236,624636.7793,1011572.817,245,Nesting Site & Travel connection & Foraging,Foraging,G2,R1 & R2 & R3,T3 & T1
1236,1236,"1,236",1237,624577.5511,1011615.909,458,Nesting Site,Nesting Site & Travel connection & Foraging,G1,R3 & R1 & R2,T2 & T3
1237,1237,"1,237",1238,624563.4951,1011560.156,277,Travel connection,Foraging,G2,R1,T2 & T3 & T1
1238,1238,"1,238",1239,624572.1663,1011500.36,251,Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G3 & G2,R3,T2 & T3 & T1
1239,1239,"1,239",1240,624882.7186,1011514.311,133,Travel connection,Nesting Site & Foraging & Travel connection,G2 & G1,R2,T3 & T2
1240,1240,"1,240",1241,624680.8577,1011778.689,95,Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site,G3 & G1,R3 & R1,T3 & T2 & T1
1241,1241,"1,241",1242,624590.364,1011479.735,566,Foraging,Travel connection & Nesting Site & Foraging,G1,R1,T3 & T2 & T1
1242,1242,"1,242",1243,624615.3191,1011492.574,683,Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G1 & G2,R3,T2 & T1
1243,1243,"1,243",1244,624328.587,1011879.448,372,Nesting Site & Foraging & Travel connection,Nesting Site & Foraging,G2 & G3,R1,T2
1244,1244,"1,244",1245,624498.5962,1011508.344,391,Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G2,R3 & R1 & R2,T1 & T2
1245,1245,"1,245",1246,624463.6002,1011542.604,195,Nesting Site & Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G3 & G2 & G1,R2 & R1 & R3,T3 & T2
1246,1246,"1,246",1247,624367.6799,1011924.026,331,Nesting Site & Travel connection,Foraging & Nesting Site & Travel connection,G3 & G1,R2 & R1,T2 & T3 & T1
1247,1247,"1,247",1248,624342.9704,1011869.833,154,Travel connection,Foraging & Travel connection,G1 & G2,R1,T3 & T2
1248,1248,"1,248",1249,624462.7465,1011707.723,208,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site & Travel connection,G2 & G1,R2,T1 & T2 & T3
1249,1249,"1,249",1250,624352.3279,1011686.016,400,Travel connection & Nesting Site,Foraging & Travel connection & Nesting Site,G1,R2,T2 & T3
1250,1250,"1,250",1251,624316.8586,1011747.59,281,Travel connection,Nesting Site,G1 & G3 & G2,R2 & R3,T3 & T1
1251,1251,"1,251",1252,624377.236,1011723.82,328,Travel connection,Foraging & Travel connection & Nesting Site,G3 & G2,R2 & R3,T3
1252,1252,"1,252",1253,624335.0165,1011627.529,646,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G2,R2 & R1 & R3,T2
1253,1253,"1,253",1254,624317.6678,1011613.358,248,Travel connection & Nesting Site & Foraging,Foraging & Travel connection,G2 & G1 & G3,R1,T3
1254,1254,"1,254",1255,624331.9259,1011596.069,410,Nesting Site,Travel connection & Foraging,G1 & G2 & G3,R3 & R1,T2 & T1
1255,1255,"1,255",1256,624369.9371,1011594.088,464,Foraging & Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G3 & G1,R1,T2 & T1 & T3
1256,1256,"1,256",1257,624399.1268,1011628.946,426,Nesting Site & Travel connection,Nesting Site & Travel connection & Foraging,G2 & G3,R1 & R3 & R2,T2 & T1 & T3
1257,1257,"1,257",1258,624370.9995,1011615.75,154,Travel connection,Nesting Site,G1 & G3,R3 & R2 & R1,T1 & T2 & T3
1258,1258,"1,258",1259,624404.6983,1011656.82,499,Travel connection,Travel connection,G3 & G2,R2 & R3,T3 & T1 & T2
1259,1259,"1,259",1260,624424.3142,1011670.023,134,Travel connection & Nesting Site & Foraging,Foraging & Travel connection,G3 & G1 & G2,R3 & R2,T3
1260,1260,"1,260",1261,624429.9336,1011661.642,230,Travel connection & Nesting Site,Travel connection & Foraging,G3,R2 & R1 & R3,T3 & T2
1261,1261,"1,261",1262,624458.2768,1011620.536,396,Nesting Site,Nesting Site & Foraging,G1 & G2,R1 & R3,T1 & T3
1262,1262,"1,262",1263,624474.0829,1011648.643,288,Travel connection,Foraging & Travel connection,G1,R2 & R3 & R1,T2 & T1 & T3
1263,1263,"1,263",1264,624495.5082,1011643.903,543,Nesting Site & Foraging,Travel connection,G3 & G1 & G2,R2 & R1,T2 & T1
1264,1264,"1,264",1265,624490.1533,1011616.861,341,Travel connection & Foraging,Travel connection & Foraging,G2 & G1,R2,T3 & T1
1265,1265,"1,265",1266,624133.129,1011542.222,213,Foraging,Travel connection & Nesting Site,G1 & G3 & G2,R1,T2 & T3 & T1
1266,1266,"1,266",1267,624143.1207,1011574.263,61,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G1,R3 & R2 & R1,T1 & T2 & T3
1267,1267,"1,267",1268,624151.475,1011584.473,244,Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G3 & G1 & G2,R1,T2 & T1
1268,1268,"1,268",1269,624416.4642,1011534.553,123,Nesting Site & Foraging & Travel connection,Travel connection & Foraging,G1 & G3,R2,T2 & T3 & T1
1269,1269,"1,269",1270,624481.1179,1011514.594,282,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G3 & G2,R2,T2 & T3 & T1
1270,1270,"1,270",1271,624468.5595,1011513.35,97,Travel connection,Travel connection & Foraging & Nesting Site,G3,R2 & R3,T2
1271,1271,"1,271",1272,624501.7678,1011490.912,141,Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G3,R3 & R2 & R1,T1
1272,1272,"1,272",1273,625044.9465,1011229.576,174,Foraging,Travel connection & Foraging & Nesting Site,G2 & G1,R2,T1
1273,1273,"1,273",1274,625354.7557,1011149.151,580,Travel connection,Foraging & Travel connection & Nesting Site,G2 & G1,R2 & R3,T2 & T3
1274,1274,"1,274",1275,625249.1809,1011142.465,407,Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G1 & G2 & G3,R1 & R2,T1 & T2
1275,1275,"1,275",1276,625212.4897,1011096.73,328,Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G1,R3,T1 & T2 & T3
1276,1276,"1,276",1277,625200.5702,1011146.355,167,Foraging & Nesting Site & Travel connection,Foraging & Travel connection,G2 & G3,R2 & R1 & R3,T3
1277,1277,"1,277",1278,625160.0391,1011124.343,321,Travel connection & Foraging,Travel connection & Nesting Site,G2 & G1,R1,T3 & T1
1278,1278,"1,278",1279,625160.3475,1011150.026,620,Nesting Site & Foraging,Travel connection,G3 & G1,R1 & R3,T2 & T1 & T3
1279,1279,"1,279",1280,625047.2611,1011120.678,239,Foraging,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R1,T2 & T3
1280,1280,"1,280",1281,625076.2333,1011158.4,539,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging,G1,R2 & R1,T1
1281,1281,"1,281",1282,625032.4443,1011190.943,401,Travel connection & Nesting Site & Foraging,Foraging & Travel connection,G3 & G2,R2 & R3 & R1,T1 & T2
1282,1282,"1,282",1283,625008.2982,1011288.273,698,Foraging & Nesting Site,Travel connection,G3 & G2 & G1,R1 & R3,T1 & T2 & T3
1283,1283,"1,283",1284,625059.9249,1011244.203,553,Travel connection & Foraging & Nesting Site,Travel connection,G3,R3 & R1 & R2,T1 & T3 & T2
1284,1284,"1,284",1285,625115.4264,1011221.51,228,Foraging & Travel connection,Foraging & Travel connection,G2,R1 & R3,T2 & T3
1285,1285,"1,285",1286,625100.4323,1011263.02,128,Foraging & Travel connection,Foraging,G3 & G2 & G1,R1 & R2 & R3,T1 & T2 & T3
1286,1286,"1,286",1287,625272.6938,1011239.112,526,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site,G2 & G3,R3 & R1 & R2,T1 & T3
1287,1287,"1,287",1288,625266.7792,1011272.577,563,Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G2 & G3,R1 & R3 & R2,T1
1288,1288,"1,288",1289,625311.8188,1011263.048,481,Travel connection & Nesting Site & Foraging,Foraging & Travel connection & Nesting Site,G1,R2 & R1 & R3,T3 & T2
1289,1289,"1,289",1290,625424.3208,1011269.119,462,Travel connection & Nesting Site & Foraging,Travel connection,G2 & G3 & G1,R2,T3 & T1
1290,1290,"1,290",1291,625417.6208,1011308.929,310,Travel connection,Nesting Site & Travel connection,G1 & G2,R1 & R3 & R2,T3
1291,1291,"1,291",1292,625251.1763,1011477.655,"1,061",Nesting Site,Travel connection & Nesting Site,G1,R3,T2 & T1 & T3
1292,1292,"1,292",1293,625161.4688,1011397.482,373,Foraging,Nesting Site & Foraging,G3 & G1 & G2,R3,T3 & T2
1293,1293,"1,293",1294,625124.5202,1011455.919,358,Travel connection,Nesting Site & Travel connection,G3 & G1 & G2,R1 & R2,T2 & T1
1294,1294,"1,294",1295,625093.8555,1011474.837,306,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G3,R3 & R2,T1 & T3
1295,1295,"1,295",1296,625443.1081,1011037.35,118,Foraging & Nesting Site & Travel connection,Foraging & Nesting Site,G2,R1 & R3,T2 & T3
1296,1296,"1,296",1297,625400.4156,1011032.786,400,Travel connection,Travel connection & Nesting Site,G1,R3,T2
1297,1297,"1,297",1298,625383.7078,1011051.94,473,Nesting Site & Travel connection,Foraging,G2,R3 & R2,T3 & T2 & T1
1298,1298,"1,298",1299,625179.4814,1011071.812,417,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site,G2 & G1,R3,T3 & T2
1299,1299,"1,299",1300,625127.3793,1011051.211,556,Travel connection,Nesting Site & Travel connection & Foraging,G1 & G2,R2,T3 & T1 & T2
1300,1300,"1,300",1301,625152.3238,1010996.575,277,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G2 & G1 & G3,R2 & R3,T1 & T3 & T2
1301,1301,"1,301",1302,625042.9104,1011370.429,253,Travel connection & Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G1 & G2,R2,T1 & T2 & T3
1302,1302,"1,302",1303,625038.8837,1011342.718,328,Nesting Site & Travel connection & Foraging,Travel connection & Foraging & Nesting Site,G1,R2 & R3,T3 & T2
1303,1303,"1,303",1304,625108.5854,1011358.284,202,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G2 & G1,R1,T2 & T1
1304,1304,"1,304",1305,625111.9776,1011342.887,222,Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G3 & G1,R3,T1 & T3
1305,1305,"1,305",1306,625159.9241,1011354.419,640,Nesting Site & Travel connection,Foraging & Nesting Site & Travel connection,G1,R1 & R2,T1 & T2
1306,1306,"1,306",1307,624449.706,1011443.195,203,Travel connection,Foraging & Nesting Site,G1,R2 & R1,T3
1307,1307,"1,307",1308,624511.9527,1011414.81,312,Nesting Site & Foraging,Travel connection,G3 & G2,R1 & R3 & R2,T1 & T3 & T2
1308,1308,"1,308",1309,624688.4707,1011460.224,599,Nesting Site & Foraging & Travel connection,Nesting Site,G1 & G3 & G2,R3,T1
1309,1309,"1,309",1310,624741.223,1011433.564,521,Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G2,R1 & R2 & R3,T1 & T3 & T2
1310,1310,"1,310",1311,624941.6955,1011462.05,309,Travel connection & Nesting Site,Nesting Site,G3,R1 & R2 & R3,T3
1311,1311,"1,311",1312,624994.1964,1011389.441,393,Travel connection & Foraging & Nesting Site,Nesting Site,G3 & G1,R2 & R1 & R3,T2 & T3
1312,1312,"1,312",1313,624947.9416,1011338.818,191,Nesting Site,Nesting Site,G1 & G2,R2 & R3,T2 & T1 & T3
1313,1313,"1,313",1314,624960.5408,1011335.711,138,Travel connection & Nesting Site,Foraging & Travel connection,G2 & G1 & G3,R2 & R3 & R1,T3 & T1 & T2
1314,1314,"1,314",1315,624948.4904,1011314.846,234,Nesting Site,Travel connection & Foraging & Nesting Site,G1 & G2,R1,T3 & T1 & T2
1315,1315,"1,315",1316,624854.5008,1011338.863,295,Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G2,R2,T3 & T2 & T1
1316,1316,"1,316",1317,624844.4471,1011319.833,220,Travel connection & Nesting Site,Nesting Site & Travel connection,G3 & G1,R1,T3 & T2
1317,1317,"1,317",1318,624873.8994,1011262.379,274,Nesting Site & Foraging & Travel connection,Foraging,G3,R3,T2
1318,1318,"1,318",1319,624657.0811,1011321.837,270,Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G1 & G3,R2 & R3 & R1,T1 & T3
1319,1319,"1,319",1320,624675.2971,1011258.693,500,Nesting Site & Foraging,Nesting Site & Foraging,G3 & G2 & G1,R2 & R1 & R3,T3 & T1 & T2
1320,1320,"1,320",1321,624760.9247,1011244.638,334,Foraging & Travel connection & Nesting Site,Nesting Site,G3,R1 & R2 & R3,T2 & T1 & T3
1321,1321,"1,321",1322,624862.6888,1011239.439,476,Nesting Site & Foraging,Travel connection,G2 & G1 & G3,R3,T3
1322,1322,"1,322",1323,624565.7459,1011307.506,238,Travel connection,Travel connection & Foraging & Nesting Site,G3 & G2,R2 & R3 & R1,T2
1323,1323,"1,323",1324,624549.6812,1011274.121,290,Nesting Site,Nesting Site,G3,R2 & R3,T2
1324,1324,"1,324",1325,624537.7042,1011176.787,317,Foraging & Travel connection,Foraging & Nesting Site,G1 & G3,R1,T2 & T1
1325,1325,"1,325",1326,624511.4117,1011154.464,257,Foraging & Nesting Site,Travel connection,G3,R1 & R2 & R3,T3
1326,1326,"1,326",1327,624599.1806,1011146.547,196,Nesting Site & Foraging,Foraging & Travel connection,G1 & G2,R1 & R2 & R3,T1 & T3
1327,1327,"1,327",1328,624605.4482,1011121.679,259,Nesting Site,Foraging & Travel connection,G2,R3 & R1 & R2,T1 & T3 & T2
1328,1328,"1,328",1329,624689.8267,1011124.019,345,Foraging & Nesting Site & Travel connection,Foraging & Travel connection,G1,R1 & R3,T2 & T3 & T1
1329,1329,"1,329",1330,624733.4929,1011158.864,76,Travel connection & Foraging & Nesting Site,Travel connection & Foraging,G2 & G3 & G1,R1,T3
1330,1330,"1,330",1331,624629.8571,1011186.246,275,Nesting Site & Foraging,Foraging & Travel connection & Nesting Site,G1 & G3,R2,T3 & T2
1331,1331,"1,331",1332,624618.6184,1011166.461,255,Travel connection & Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G1 & G2,R2 & R3,T2
1332,1332,"1,332",1333,624660.4988,1011146.83,320,Nesting Site & Travel connection & Foraging,Travel connection & Foraging,G1 & G2 & G3,R3 & R1,T1
1333,1333,"1,333",1334,624658.5919,1011184.173,290,Travel connection,Foraging,G3,R2,T3 & T1
1334,1334,"1,334",1335,624621.3628,1011231.082,232,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging,G1 & G2,R3,T1 & T3
1335,1335,"1,335",1336,624522.3243,1011188.469,191,Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G1 & G2 & G3,R3 & R1 & R2,T2 & T1 & T3
1336,1336,"1,336",1337,624760.678,1011132.892,278,Travel connection & Nesting Site,Foraging,G1 & G3 & G2,R2 & R1 & R3,T3
1337,1337,"1,337",1338,624756.0847,1011103.636,596,Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R1 & R2 & R3,T3
1338,1338,"1,338",1339,624755.3278,1011085.526,400,Travel connection,Nesting Site,G2 & G1 & G3,R1,T3 & T1
1339,1339,"1,339",1340,624735.7172,1011062.392,266,Nesting Site,Nesting Site & Travel connection,G2,R1,T1
1340,1340,"1,340",1341,624795.9798,1011027.019,129,Nesting Site & Travel connection,Foraging & Nesting Site,G2 & G1 & G3,R3,T3 & T2 & T1
1341,1341,"1,341",1342,624773.2446,1010989.459,306,Travel connection,Nesting Site & Travel connection & Foraging,G1 & G3,R1 & R3,T1 & T2
1342,1342,"1,342",1343,624894.9267,1011066.035,474,Foraging & Nesting Site & Travel connection,Nesting Site,G3 & G1 & G2,R3 & R2 & R1,T1 & T3
1343,1343,"1,343",1344,624961.3293,1011001.608,323,Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R2 & R1,T3 & T1 & T2
1344,1344,"1,344",1345,624864.6537,1011164.891,355,Travel connection & Nesting Site,Foraging & Travel connection,G1 & G3,R3 & R1,T2
1345,1345,"1,345",1346,624927.3833,1011200.151,138,Foraging & Travel connection & Nesting Site,Nesting Site,G3,R3,T1
1346,1346,"1,346",1347,624920.6483,1011211.408,310,Nesting Site & Travel connection & Foraging,Foraging,G2,R3 & R1,T1 & T2
1347,1347,"1,347",1348,624703.4252,1011211.877,229,Nesting Site,Nesting Site & Travel connection & Foraging,G3,R1 & R3 & R2,T1 & T3 & T2
1348,1348,"1,348",1349,625091.2447,1010954.024,385,Foraging & Travel connection & Nesting Site,Travel connection,G2 & G3 & G1,R1 & R2 & R3,T1 & T2
1349,1349,"1,349",1350,624946.5372,1010949.719,536,Foraging & Travel connection,Foraging & Travel connection,G3 & G1,R3,T3 & T2
1350,1350,"1,350",1351,625162.8043,1010861.458,610,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G2 & G1,R2,T1 & T2 & T3
1351,1351,"1,351",1352,625342.7105,1010941.522,484,Travel connection,Nesting Site,G2 & G1,R1 & R3,T2
1352,1352,"1,352",1353,625400.2597,1010936.023,237,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G1 & G2 & G3,R3 & R2 & R1,T2 & T1
1353,1353,"1,353",1354,625426.7741,1010894.052,287,Nesting Site & Foraging,Nesting Site & Travel connection,G2 & G1 & G3,R1,T2 & T1
1354,1354,"1,354",1355,625441.4594,1010883.575,503,Foraging,Foraging & Nesting Site & Travel connection,G3,R2 & R1 & R3,T2
1355,1355,"1,355",1356,625472.7889,1010808.873,291,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G2 & G3,R3,T2 & T1 & T3
1356,1356,"1,356",1357,625490.9944,1010808.306,170,Nesting Site,Travel connection & Foraging,G1 & G3 & G2,R3 & R2 & R1,T2
1357,1357,"1,357",1358,625385.6556,1010824.58,177,Nesting Site,Foraging,G3 & G2,R3 & R1,T2
1358,1358,"1,358",1359,625378.6057,1010782.512,393,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G3 & G2,R1 & R2 & R3,T1
1359,1359,"1,359",1360,625309.0116,1010841.523,254,Travel connection,Foraging & Travel connection,G2 & G3 & G1,R3 & R1,T1
1360,1360,"1,360",1361,625261.9857,1010813.48,567,Travel connection & Foraging & Nesting Site,Nesting Site,G1 & G3,R2 & R1 & R3,T3
1361,1361,"1,361",1362,625255.8523,1010859.103,231,Nesting Site,Nesting Site,G3 & G2 & G1,R1,T1 & T2
1362,1362,"1,362",1363,625129.2434,1010828.832,334,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site,G1,R1 & R2,T2
1363,1363,"1,363",1364,625127.0171,1010811.698,382,Nesting Site,Travel connection,G1,R2 & R1,T1 & T2
1364,1364,"1,364",1365,625089.655,1010844.873,358,Nesting Site & Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R1,T2
1365,1365,"1,365",1366,625056.9397,1010844.48,530,Travel connection,Nesting Site & Travel connection & Foraging,G2 & G3,R1 & R2 & R3,T2 & T1
1366,1366,"1,366",1367,625139.0894,1010773.844,492,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G2,R2 & R1,T1
1367,1367,"1,367",1368,625335.8072,1010688.718,295,Nesting Site & Travel connection,Nesting Site,G3 & G1,R3,T3 & T2
1368,1368,"1,368",1369,625315.842,1010689.524,168,Nesting Site,Travel connection,G3 & G1 & G2,R2 & R1 & R3,T1 & T3 & T2
1369,1369,"1,369",1370,625426.6502,1010726.982,344,Foraging & Nesting Site & Travel connection,Travel connection,G1,R2 & R3,T3 & T2
1370,1370,"1,370",1371,625641.3854,1010904.421,235,Foraging & Nesting Site,Nesting Site & Travel connection,G3,R3 & R2,T2
1371,1371,"1,371",1372,625678.8148,1010926.765,567,Travel connection & Foraging,Travel connection,G2 & G3 & G1,R3,T1 & T2 & T3
1372,1372,"1,372",1373,625696.6824,1010925.957,319,Nesting Site & Foraging,Foraging,G2 & G1 & G3,R2 & R3,T1 & T2 & T3
1373,1373,"1,373",1374,625711.5258,1010904.562,388,Nesting Site & Foraging & Travel connection,Nesting Site & Foraging,G1,R2 & R3 & R1,T2
1374,1374,"1,374",1375,625523.1774,1010937.653,245,Foraging,Foraging & Travel connection,G2 & G3,R1 & R3 & R2,T2
1375,1375,"1,375",1376,625729.5114,1010510.237,283,Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G1 & G2,R1 & R2,T3
1376,1376,"1,376",1377,625664.8374,1010542.389,235,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G1 & G3,R3,T2
1377,1377,"1,377",1378,625851.4128,1010685.959,322,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G2 & G1,R1 & R2 & R3,T2 & T1
1378,1378,"1,378",1379,625527.3658,1010744.162,906,Foraging & Travel connection,Foraging,G1 & G3,R1 & R3 & R2,T1
1379,1379,"1,379",1380,625555.1778,1010811.153,233,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site,G3 & G1 & G2,R2 & R3,T3
1380,1380,"1,380",1381,625560.8296,1010830.278,131,Nesting Site & Travel connection,Nesting Site,G2 & G3,R1 & R2,T3
1381,1381,"1,381",1382,625562.3234,1010852.614,261,Foraging & Travel connection,Nesting Site & Foraging,G3 & G1,R3 & R2,T1 & T2 & T3
1382,1382,"1,382",1383,625784.1673,1010849.853,144,Nesting Site & Travel connection & Foraging,Foraging & Travel connection & Nesting Site,G2 & G3 & G1,R3 & R1,T1
1383,1383,"1,383",1384,625773.7892,1010865.774,183,Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G2,R3,T2 & T1
1384,1384,"1,384",1385,625866.9166,1010931.634,582,Foraging & Travel connection,Nesting Site & Foraging,G1 & G2 & G3,R1,T3 & T1 & T2
1385,1385,"1,385",1386,625841.9216,1010933.6,472,Travel connection,Nesting Site,G3 & G1 & G2,R2 & R3,T2 & T3 & T1
1386,1386,"1,386",1387,625796.1331,1010921.558,417,Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G1 & G3,R3,T3 & T2 & T1
1387,1387,"1,387",1388,625774.9472,1010926.36,432,Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G1,R2 & R1 & R3,T1 & T2 & T3
1388,1388,"1,388",1389,625752.8248,1010952.23,610,Foraging,Nesting Site,G1,R3 & R2,T1
1389,1389,"1,389",1390,625849.7099,1010586.386,153,Nesting Site & Travel connection & Foraging,Nesting Site,G2 & G1 & G3,R3 & R1 & R2,T1 & T3
1390,1390,"1,390",1391,624910.8317,1014362.321,96,Travel connection & Nesting Site,Travel connection,G2 & G1 & G3,R1,T1
1391,1391,"1,391",1393,626432.6192,1010717.533,49,Travel connection,Travel connection & Foraging,G1,R2 & R3,T2
1392,1392,"1,392",1394,627111.8021,1014052.127,294,Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G2 & G1,R3 & R2 & R1,T3 & T1
1393,1393,"1,393",1395,627795.1237,1014113.773,101,Travel connection,Travel connection,G1 & G2 & G3,R3 & R2 & R1,T2 & T1
1394,1394,"1,394",1396,627782.3406,1014114.383,168,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site,G2,R3,T1
1395,1395,"1,395",1397,627543.8179,1012861.966,50,Nesting Site & Travel connection & Foraging,Nesting Site,G2 & G1,R2 & R3 & R1,T1
1396,1396,"1,396",1398,627201.3633,1012772.452,17,Travel connection,Travel connection & Nesting Site,G2 & G1 & G3,R3,T2 & T1
1397,1397,"1,397",1399,627206.6295,1012777.625,78,Foraging & Nesting Site & Travel connection,Foraging & Travel connection,G2,R1 & R3 & R2,T3
1398,1398,"1,398",1400,629720.606,1012782.407,199,Travel connection,Nesting Site,G3,R2 & R3 & R1,T1 & T3
1399,1399,"1,399",1401,629522.1304,1012340.378,110,Nesting Site & Foraging & Travel connection,Foraging & Travel connection,G1,R2 & R3 & R1,T1
1400,1400,"1,400",1402,629556.0395,1012274.773,119,Foraging,Travel connection & Foraging & Nesting Site,G3 & G1,R3 & R2,T3 & T2
